"";"t_ind";"semana_ano";"semana_mes";"mes";"ano";"Data";"y_sim[1]";"Y_signal";"x[1]";"x[2]";"x[3]";"ct[1]";"General_Params";"beta_0";"sigma_e";"M";"C";"C_used";"Generation_Adstock_Method";"TEMPORAL";"Y_temporal";"RE_Signal_Y_temporal";"RE_Signal_basalTrend";"trend";"RE_Temporal_trend";"seasonal";"Temporal_Params";"Trend_Method";"tau";"sigma_psi";"psi[1]";"psi[2]";"psi[3]";"psi[4]";"psi[5]";"psi[6]";"psi[7]";"psi[8]";"psi[9]";"psi[10]";"psi[11]";"psi[12]";"MARKETING";"Y_Marketing";"RE_Signal_Y_Marketing";"Channel[1]";"x[1]";"x_pre_ads[1]";"x_ads[1]";"x_sat[1]";"x_hilladstocked[1]";"Params_Channel[1]";"beta_x[1]";"theta_x[1]";"shape_x[1]";"scale_x[1]";"lambda_x[1]";"gamma_w_x[1]";"alpha_x[1]";"w_x[1]";"ROI_x[1]";"RE_advertising_x[1]";"RE_Signal_x[1]";"Channel[2]";"x[2]";"x_pre_ads[2]";"x_ads[2]";"x_sat[2]";"x_hilladstocked[2]";"Params_Channel[2]";"beta_x[2]";"theta_x[2]";"shape_x[2]";"scale_x[2]";"lambda_x[2]";"gamma_w_x[2]";"alpha_x[2]";"w_x[2]";"ROI_x[2]";"RE_advertising_x[2]";"RE_Signal_x[2]";"Channel[3]";"x[3]";"x_pre_ads[3]";"x_ads[3]";"x_sat[3]";"x_hilladstocked[3]";"Params_Channel[3]";"beta_x[3]";"theta_x[3]";"shape_x[3]";"scale_x[3]";"lambda_x[3]";"gamma_w_x[3]";"alpha_x[3]";"w_x[3]";"ROI_x[3]";"RE_advertising_x[3]";"RE_Signal_x[3]";"CONTROL";"Y_Control";"RE_Signal_Y_Control";"Control[1]";"ct[1]";"ct_impact[1]";"params_Control[1]";"beta_ct[1]";"RE_Signal_ct[1]";"fake_date"
"t= 50";50;51;4;12;2000;NA;10112,4861036942;16052,5803599406;943,414562305381;443,093881525806;262,197814083257;108,944542938843;NA;7000;3500;3;1;1;2;NA;10300;0,602927017695467;0,208377957837389;6750;0,657277268651676;-3450;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;4118,41221585792;0,166540648436145;NA;943,414562305381;1175,78103194381;942,132237134465;0,132171701134129;1982,57551701194;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;443,093881525806;789,721267851512;557,319172795703;0,540609103133323;1621,82730939997;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;262,197814083257;300,85718799233;270,798549048002;0,102801877889202;514,009389446011;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;1634,16814408265;0,230532333868388;NA;108,944542938843;1634,16814408265;NA;15;0,230532333868388;2000-12-22
"t= 51";51;52;5;12;2000;NA;24275,5588138694;27408,5188141527;380,962903553334;514,598211040811;245,067620242651;969,750022282824;NA;7000;3500;3;1;1;2;NA;10425;0,602927017695467;0,208377957837389;6875;0,657277268651676;-3450;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;2437,26847991038;0,166540648436145;NA;380,962903553334;615,394649687095;493,104687249275;0,0292993612956031;439,490419434047;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;514,598211040811;747,870424639317;527,784350486462;0,520268764575491;1560,80629372647;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;245,067620242651;275,04525483664;247,565485901566;0,0873943533499717;436,971766749859;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;14546,2503342424;0,230532333868388;NA;969,750022282824;14546,2503342424;NA;15;0,230532333868388;2000-12-29
"t= 52";52;1;1;1;2001;NA;24131,62256013;22866,5452142914;902,874532143379;669,063963648602;152,852087290863;573,806768748909;NA;7000;3500;3;1;1;2;NA;10850;0,602927017695467;0,208377957837389;7000;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;3409,44368305777;0,166540648436145;NA;902,874532143379;1023,03949253583;819,743183121662;0,0971080687929745;1456,62103189462;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;669,063963648602;890,83519798988;628,676921658349;0,58504388221446;1755,13164664338;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;152,852087290863;180,331854860217;162,314900864281;0,0395382009039544;197,691004519772;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;8607,10153123364;0,230532333868388;NA;573,806768748909;8607,10153123364;NA;15;0,230532333868388;2001-01-05
"t= 53";53;2;2;1;2001;NA;14822,0367601121;15789,4958679579;1130,14420008119;86,9554891252463;225,964602724488;74,1152397822589;NA;7000;3500;3;1;1;2;NA;10975;0,602927017695467;0,208377957837389;7125;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;3702,76727122405;0,166540648436145;NA;1130,14420008119;1333,50493915044;1068,51357303721;0,172616390895525;2589,24586343288;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;86,9554891252463;345,952052014697;244,144002833237;0,254401256523114;763,203769569341;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;225,964602724488;243,962685470084;219,588375760652;0,0700635276443658;350,317638221829;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;1111,72859673388;0,230532333868388;NA;74,1152397822589;1111,72859673388;NA;15;0,230532333868388;2001-01-12
"t= 54";54;3;3;1;2001;NA;17920,1526544693;17386,6740025941;1203,08743078835;267,749191300022;122,609662385674;146,032686810941;NA;7000;3500;3;1;1;2;NA;11100;0,602927017695467;0,208377957837389;7250;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;4096,18370043003;0,166540648436145;NA;1203,08743078835;1468,27895531875;1176,50557317207;0,209739511216607;3146,09266824911;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;267,749191300022;367,945746464072;259,665311548393;0,272332227917436;816,996683752307;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;122,609662385674;146,979711151274;132,2949695331;0,0266188696857226;133,094348428613;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;2190,49030216411;0,230532333868388;NA;146,032686810941;2190,49030216411;NA;15;0,230532333868388;2001-01-19
"t= 55";55;4;4;1;2001;NA;21979,8924180853;25196,7308073647;1929,78576126416;277,872537025428;118,114379636947;439,054278889671;NA;7000;3500;3;1;1;2;NA;11225;0,602927017695467;0,208377957837389;7375;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;7385,91662401963;0,166540648436145;NA;1929,78576126416;2222,83201168222;1781,11539397614;0,428060551201702;6420,90826802554;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;277,872537025428;384,088015455219;271,057173927466;0,285280451557106;855,841354671319;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;118,114379636947;132,78784399005;119,521011692214;0,0218334002645551;109,167001322775;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;6585,81418334506;0,230532333868388;NA;439,054278889671;6585,81418334506;NA;15;0,230532333868388;2001-01-26
"t= 56";56;5;1;2;2001;NA;14433,3696409881;22980,5461220964;540,819188099855;254,312938993937;703,742255459208;501,21789984405;NA;7000;3500;3;1;1;2;NA;11350;0,602927017695467;0,208377957837389;7500;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;4112,2776244357;0,166540648436145;NA;540,819188099855;983,940991184871;788,414255757108;0,0888954247467553;1333,43137120133;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;254,312938993937;364,119925524949;256,965367342942;0,269236408009466;807,709224028398;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;703,742255459208;717,005754649484;645,369716156151;0,394227405841193;1971,13702920597;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;7518,26849766076;0,230532333868388;NA;501,21789984405;7518,26849766076;NA;15;0,230532333868388;2001-02-02
"t= 57";57;6;2;2;2001;NA;24166,4505216401;20459,3873075902;832,275589338365;701,89763260496;1156,33583435868;172,153714112937;NA;7000;3500;3;1;1;2;NA;11475;0,602927017695467;0,208377957837389;7625;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;6402,08159589611;0,166540648436145;NA;832,275589338365;1027,25555685521;823,121439787828;0,0980132832436806;1470,19924865521;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;701,89763260496;810,429270800531;571,933148059655;0,550235193674172;1650,70558102252;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;1156,33583435868;1228,01381336336;1105,32296432346;0,656235353243677;3281,17676621839;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;2582,30571169406;0,230532333868388;NA;172,153714112937;2582,30571169406;NA;15;0,230532333868388;2001-02-09
"t= 58";58;7;3;2;2001;NA;21131,9962389302;20014,784833243;11,6076850487507;239,57812975402;460,930786953303;386,683383723721;NA;7000;3500;3;1;1;2;NA;11600;0,602927017695467;0,208377957837389;7750;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;2614,53407738719;0,166540648436145;NA;11,6076850487507;215,133856530531;172,382897861003;0,00217627753273416;32,6441629910125;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;239,57812975402;480,538142544649;339,123600948941;0,358388547693688;1075,16564308106;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;460,930786953303;583,719907323401;525,400456636724;0,301344854263024;1506,72427131512;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;5800,25075585581;0,230532333868388;NA;386,683383723721;5800,25075585581;NA;15;0,230532333868388;2001-02-16
"t= 59";59;8;4;2;2001;NA;25866,3286766908;27233,9413469862;1054,31669152714;591,318388936162;1002,33608948797;622,633621795103;NA;7000;3500;3;1;1;2;NA;11725;0,602927017695467;0,208377957837389;7875;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;6169,43702005962;0,166540648436145;NA;1054,31669152714;1094,25580561523;876,807536550663;0,112891775118267;1693,376626774;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;591,318388936162;733,229064149651;517,451703704764;0,512862697449528;1538,58809234858;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;1002,33608948797;1060,69626878235;954,722114115527;0,587494460187407;2937,47230093704;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;9339,50432692654;0,230532333868388;NA;622,633621795103;9339,50432692654;NA;15;0,230532333868388;2001-02-23
"t= 60";60;9;1;3;2001;NA;22697,5999941135;22231,197861665;1624,47956348248;901,494516601378;388,379546739843;161,425802623853;NA;7000;3500;3;1;1;2;NA;11850;0,602927017695467;0,208377957837389;8000;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;7959,81082230722;0,166540648436145;NA;1624,47956348248;1842,46541390456;1476,33446626968;0,31887162790733;4783,07441860995;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;901,494516601378;1119,40330104042;789,981158108978;0,665099124378174;1995,29737313452;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;388,379546739843;494,378799392532;444,985417995079;0,236287806112549;1181,43903056275;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;2421,3870393578;0,230532333868388;NA;161,425802623853;2421,3870393578;NA;15;0,230532333868388;2001-03-02
"t= 61";61;10;2;3;2001;NA;22973,3461012654;24646,3761509514;427,216223087095;505,177776994671;409,680012366336;608,23599435389;NA;7000;3500;3;1;1;2;NA;11975;0,602927017695467;0,208377957837389;8125;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;3547,83623564301;0,166540648436145;NA;427,216223087095;794,377664925066;636,520564843803;0,0540533662742969;810,800494114453;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;505,177776994671;835,313396482697;589,494281215735;0,561434361773493;1684,30308532048;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;409,680012366336;459,002258722153;413,143347184656;0,210546531241616;1052,73265620808;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;9123,53991530836;0,230532333868388;NA;608,23599435389;9123,53991530836;NA;15;0,230532333868388;2001-03-09
"t= 62";62;11;3;3;2001;NA;26605,5419504172;27149,6514691865;257,80751841517;390,891264634315;478,435318230386;813,670371426269;NA;7000;3500;3;1;1;2;NA;12100;0,602927017695467;0,208377957837389;8250;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;2844,59589779251;0,166540648436145;NA;257,80751841517;416,664479104105;333,865768512905;0,011257397212957;168,860958194355;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;390,891264634315;639,544700728117;451,337121191332;0,46167772764932;1385,03318294796;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;478,435318230386;524,289451023906;471,907696691185;0,258140351330038;1290,70175665019;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;12205,055571394;0,230532333868388;NA;813,670371426269;12205,055571394;NA;15;0,230532333868388;2001-03-16
"t= 63";63;12;4;3;2001;NA;28477,0579707737;23888,4183550942;1238,47668795861;165,331362163545;912,783716813406;376,212922856212;NA;7000;3500;3;1;1;2;NA;12225;0,602927017695467;0,208377957837389;8375;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;6020,22451225105;0,166540648436145;NA;1238,47668795861;1320,12267707299;1057,790606629;0,169044822653931;2535,67233980897;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;165,331362163545;352,405093431597;248,698019358925;0,259695255795958;779,085767387875;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;912,783716813406;965,112428306848;868,688054281591;0,541093281010841;2705,46640505421;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;5643,19384284317;0,230532333868388;NA;376,212922856212;5643,19384284317;NA;15;0,230532333868388;2001-03-23
"t= 64";64;13;5;3;2001;NA;32268,4234670977;29374,7114683956;1626,41865979595;665,694815489248;1104,65851940679;481,699837371707;NA;7000;3500;3;1;1;2;NA;12350;0,602927017695467;0,208377957837389;8500;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;9799,21390782002;0,166540648436145;NA;1626,41865979595;1887,84402790898;1512,69553518347;0,332225852775946;4983,3877916392;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;665,694815489248;764,114237934256;539,247874336102;0,528307414550613;1584,92224365184;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;1104,65851940679;1201,13092428281;1081,12594444897;0,646180774505797;3230,90387252899;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;7225,4975605756;0,230532333868388;NA;481,699837371707;7225,4975605756;NA;15;0,230532333868388;2001-03-30
"t= 65";65;14;1;4;2001;NA;23239,9784761806;25271,1177221111;1034,27006886431;29,8524278870312;7,90412140900213;350,353007903323;NA;7000;3500;3;1;1;2;NA;16475;0,602927017695467;0,208377957837389;8625;0,657277268651676;850;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;3540,82260356123;0,166540648436145;NA;1034,27006886431;1411,15532848917;1130,7334362894;0,19376928505938;2906,53927589071;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;29,8524278870312;254,994759273651;179,953958555858;0,177575531464015;532,726594392045;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;7,90412140900213;127,976245836046;115,190140266468;0,0203113466556958;101,556733278479;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;5255,29511854984;0,230532333868388;NA;350,353007903323;5255,29511854984;NA;15;0,230532333868388;2001-04-06
"t= 66";66;15;2;4;2001;NA;30844,7210282646;29533,9143390685;37,3805758378468;557,498349184706;1765,99542236092;498,397656250745;NA;7000;3500;3;1;1;2;NA;16600;0,602927017695467;0,208377957837389;8750;0,657277268651676;850;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;5457,94949530734;0,166540648436145;NA;37,3805758378468;319,199149506216;255,768549283827;0,00581447219658166;87,2170829487249;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;557,498349184706;630,830557723263;445,187408414441;0,456567452093533;1369,7023562806;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;1765,99542236092;1778,7452034127;1601,03078615005;0,800206011215604;4001,03005607802;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;7475,96484376118;0,230532333868388;NA;498,397656250745;7475,96484376118;NA;15;0,230532333868388;2001-04-13
"t= 67";67;16;3;4;2001;NA;17717,5878426286;19897,0465140221;780,038566431156;195,197173502127;22,3095066952275;76,5113462693989;NA;7000;3500;3;1;1;2;NA;16725;0,602927017695467;0,208377957837389;8875;0,657277268651676;850;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;2024,37631998113;0,166540648436145;NA;780,038566431156;841,896833631666;674,596821820245;0,0619794998976574;929,692498464861;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;195,197173502127;383,107156785581;270,364965974298;0,284499054649542;853,497163948626;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;22,3095066952275;200,092748664817;180,10148394673;0,0482373315135289;241,186657567645;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;1147,67019404098;0,230532333868388;NA;76,5113462693989;1147,67019404098;NA;15;0,230532333868388;2001-04-20
"t= 68";68;17;4;4;2001;NA;33648,2846796928;34933,8260147581;318,442844744651;1057,6651480108;474,169832616975;974,810414714739;NA;7000;3500;3;1;1;2;NA;16850;0,602927017695467;0,208377957837389;9000;0,657277268651676;850;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;3461,66979403706;0,166540648436145;NA;318,442844744651;484,21994161531;387,996748089191;0,0163062884345691;244,594326518537;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;1057,6651480108;1167,20516704102;823,715714213843;0,678922846993586;2036,76854098076;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;474,169832616975;494,068641631516;444,706248093174;0,236061385307554;1180,30692653777;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;14622,1562207211;0,230532333868388;NA;974,810414714739;14622,1562207211;NA;15;0,230532333868388;2001-04-27
"t= 69";69;18;1;5;2001;NA;32506,3159604277;32806,2356299747;172,855949574054;726,309132977124;486,824921622573;832,331019220874;NA;7000;3500;3;1;1;2;NA;16975;0,602927017695467;0,208377957837389;9125;0,657277268651676;850;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;3346,2703416616;0,166540648436145;NA;172,855949574054;268,045105786933;214,779732201068;0,00376504376249441;56,4756564374161;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;726,309132977124;1076,22887842354;759,512264236798;0,651832185820295;1955,49655746088;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;486,824921622573;536,230995373584;482,65616145237;0,266859625552659;1334,2981277633;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;12484,9652883131;0,230532333868388;NA;832,331019220874;12484,9652883131;NA;15;0,230532333868388;2001-05-04
"t= 70";70;19;2;5;2001;NA;45693,7604969759;40615,1276746582;2031,78157932259;625,079389813926;596,710740540237;940,827975515276;NA;7000;3500;3;1;1;2;NA;17100;0,602927017695467;0,208377957837389;9250;0,657277268651676;850;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;9402,70804192905;0,166540648436145;NA;2031,78157932259;2085,33079155864;1670,93813426173;0,389502268802687;5842,5340320403;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;625,079389813926;943,432316712593;665,795565781646;0,605769037421381;1817,30711226414;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;596,710740540237;650,157240535359;585,200036485472;0,34857337952492;1742,8668976246;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;14112,4196327291;0,230532333868388;NA;940,827975515276;14112,4196327291;NA;15;0,230532333868388;2001-05-11
"t= 71";71;20;3;5;2001;NA;35542,9183552806;35289,9060571947;1521,48796057709;535,837572119876;138,541139783562;730,32018286176;NA;7000;3500;3;1;1;2;NA;17225;0,602927017695467;0,208377957837389;9375;0,657277268651676;850;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;7110,10331426829;0,166540648436145;NA;1521,48796057709;1937,30605718253;1552,32857146036;0,346722402727614;5200,83604091422;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;535,837572119876;817,286170028287;576,772173626173;0,55336073707783;1660,08221123349;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;138,541139783562;203,554632886428;183,21749134692;0,0498370124241158;249,185062120579;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;10954,8027429264;0,230532333868388;NA;730,32018286176;10954,8027429264;NA;15;0,230532333868388;2001-05-18
"t= 72";72;21;4;5;2001;NA;17232,4181748381;22906,8662170759;1268,43046788034;263,656611181733;61,6016563652624;29,4377603568137;NA;7000;3500;3;1;1;2;NA;17350;0,602927017695467;0,208377957837389;9500;0,657277268651676;850;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;5115,29981172374;0,166540648436145;NA;1268,43046788034;1655,38217076525;1326,42802144652;0,263735276418839;3956,02914628258;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;263,656611181733;500,275374491331;353,052487290989;0,372387713621422;1117,16314086427;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;61,6016563652624;81,9097026706436;73,7261050140806;0,00842150491537792;42,1075245768896;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;441,566405352205;0,230532333868388;NA;29,4377603568137;441,566405352205;NA;15;0,230532333868388;2001-05-25
