"";"t_ind";"semana_ano";"semana_mes";"mes";"ano";"Data";"y_sim[1]";"Y_signal";"x[1]";"x[2]";"x[3]";"ct[1]";"General_Params";"beta_0";"sigma_e";"M";"C";"C_used";"Generation_Adstock_Method";"TEMPORAL";"Y_temporal";"RE_Signal_Y_temporal";"RE_Signal_basalTrend";"trend";"RE_Temporal_trend";"seasonal";"Temporal_Params";"Trend_Method";"tau";"sigma_psi";"psi[1]";"psi[2]";"psi[3]";"psi[4]";"psi[5]";"psi[6]";"psi[7]";"psi[8]";"psi[9]";"psi[10]";"psi[11]";"psi[12]";"MARKETING";"Y_Marketing";"RE_Signal_Y_Marketing";"Channel[1]";"x[1]";"x_pre_ads[1]";"x_ads[1]";"x_sat[1]";"x_hilladstocked[1]";"Params_Channel[1]";"beta_x[1]";"theta_x[1]";"shape_x[1]";"scale_x[1]";"lambda_x[1]";"gamma_w_x[1]";"alpha_x[1]";"w_x[1]";"ROI_x[1]";"RE_advertising_x[1]";"RE_Signal_x[1]";"Channel[2]";"x[2]";"x_pre_ads[2]";"x_ads[2]";"x_sat[2]";"x_hilladstocked[2]";"Params_Channel[2]";"beta_x[2]";"theta_x[2]";"shape_x[2]";"scale_x[2]";"lambda_x[2]";"gamma_w_x[2]";"alpha_x[2]";"w_x[2]";"ROI_x[2]";"RE_advertising_x[2]";"RE_Signal_x[2]";"Channel[3]";"x[3]";"x_pre_ads[3]";"x_ads[3]";"x_sat[3]";"x_hilladstocked[3]";"Params_Channel[3]";"beta_x[3]";"theta_x[3]";"shape_x[3]";"scale_x[3]";"lambda_x[3]";"gamma_w_x[3]";"alpha_x[3]";"w_x[3]";"ROI_x[3]";"RE_advertising_x[3]";"RE_Signal_x[3]";"CONTROL";"Y_Control";"RE_Signal_Y_Control";"Control[1]";"ct[1]";"ct_impact[1]";"params_Control[1]";"beta_ct[1]";"RE_Signal_ct[1]";"fake_date"
"t= 49";53;50;3;12;2000;NA;13282,3803659093;15401,7574996022;779,4746486966;1019,01191450787;351,027404256258;107,852436834946;NA;7000;3500;3;1;1;3;NA;10175;0,604986067048119;0,209089587083715;6625;0,657277268651676;-3450;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;3608,97094707801;0,163694310673974;NA;779,4746486966;1291,5797269446;955,737258967245;0,136337510984121;2045,06266476181;NA;15000;0,001;1;0,75;0,001;2000;2,5;0,801282051282051;2,26814957138843;0,355271067880233;0,0581558525590614;NA;1019,01191450787;330,672754782399;356,316794712094;0,375619842301788;1126,85952690536;NA;3000;0,001;1,5;1;0,001;500;1,5;0,705716302046577;2,71762390911744;0,269832928709725;0,044170115262278;NA;351,027404256258;21,1471409828004;247,589382534184;0,087409751082168;437,04875541084;NA;5000;0,001;2;0,5;0,001;800;2;0,9000900090009;2,55956064667298;0,374896003410041;0,0613683428526345;NA;1617,78655252419;0,231319622277907;NA;107,852436834946;1617,78655252419;NA;15;0,231319622277907;2000-12-15
"t= 50";54;51;4;12;2000;NA;10920,4184644851;16860,5127207315;943,414562305381;443,093881525806;262,197814083257;108,944542938843;NA;7000;3500;3;1;1;3;NA;10300;0,604986067048119;0,209089587083715;6750;0,657277268651676;-3450;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;4926,34457664881;0,163694310673974;NA;943,414562305381;1283,72035716187;949,921518462306;0,134550698613754;2018,26047920632;NA;15000;0,001;1;0,75;0,001;2000;2,5;0,801282051282051;2,26814957138843;0,355271067880233;0,0581558525590614;NA;443,093881525806;817,03505826113;880,397035790232;0,700283311377291;2100,84993413187;NA;3000;0,001;1,5;1;0,001;500;1,5;0,705716302046577;2,71762390911744;0,269832928709725;0,044170115262278;NA;262,197814083257;29,9818960212079;351,026132995116;0,161446832662125;807,234163310624;NA;5000;0,001;2;0,5;0,001;800;2;0,9000900090009;2,55956064667298;0,374896003410041;0,0613683428526345;NA;1634,16814408265;0,231319622277907;NA;108,944542938843;1634,16814408265;NA;15;0,231319622277907;2000-12-22
"t= 51";55;52;5;12;2000;NA;24444,9438281621;27577,9038284454;380,962903553334;514,598211040811;245,067620242651;969,750022282824;NA;7000;3500;3;1;1;3;NA;10425;0,604986067048119;0,209089587083715;6875;0,657277268651676;-3450;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;2606,65349420308;0,163694310673974;NA;380,962903553334;717,161879664812;530,682167587202;0,0349977070863474;524,965606295211;NA;15000;0,001;1;0,75;0,001;2000;2,5;0,801282051282051;2,26814957138843;0,355271067880233;0,0581558525590614;NA;514,598211040811;505,72003535334;544,939186590586;0,532230038352313;1596,69011505694;NA;3000;0,001;1,5;1;0,001;500;1,5;0,705716302046577;2,71762390911744;0,269832928709725;0,044170115262278;NA;245,067620242651;22,3949717319164;262,198905633882;0,0969995545701858;484,997772850929;NA;5000;0,001;2;0,5;0,001;800;2;0,9000900090009;2,55956064667298;0,374896003410041;0,0613683428526345;NA;14546,2503342424;0,231319622277907;NA;969,750022282824;14546,2503342424;NA;15;0,231319622277907;2000-12-29
"t= 52";56;1;1;1;2001;NA;24062,313029504;22797,2356836654;902,874532143379;669,063963648602;152,852087290863;573,806768748909;NA;7000;3500;3;1;1;3;NA;10850;0,604986067048119;0,209089587083715;7000;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;3340,13415243178;0,163694310673974;NA;902,874532143379;1083,12353915957;801,484802558902;0,0922814579626495;1384,22186943974;NA;15000;0,001;1;0,75;0,001;2000;2,5;0,801282051282051;2,26814957138843;0,355271067880233;0,0581558525590614;NA;669,063963648602;475,270739489405;512,128513964662;0,508986844178018;1526,96053253405;NA;3000;0,001;1,5;1;0,001;500;1,5;0,705716302046577;2,71762390911744;0,269832928709725;0,044170115262278;NA;152,852087290863;20,9317698226756;245,067830680231;0,0857903500915954;428,951750457977;NA;5000;0,001;2;0,5;0,001;800;2;0,9000900090009;2,55956064667298;0,374896003410041;0,0613683428526345;NA;8607,10153123364;0,231319622277907;NA;573,806768748909;8607,10153123364;NA;15;0,231319622277907;2001-01-05
"t= 53";57;2;2;1;2001;NA;15534,8155355634;16502,2746434092;1130,14420008119;86,9554891252463;225,964602724488;74,1152397822589;NA;7000;3500;3;1;1;3;NA;10975;0,604986067048119;0,209089587083715;7125;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;4415,54604667536;0,163694310673974;NA;1130,14420008119;1411,88920060406;1044,76331301897;0,164737597687771;2471,06396531656;NA;15000;0,001;1;0,75;0,001;2000;2,5;0,801282051282051;2,26814957138843;0,355271067880233;0,0581558525590614;NA;86,9554891252463;590,560312094777;636,358921158342;0,589459630591459;1768,37889177438;NA;3000;0,001;1,5;1;0,001;500;1,5;0,705716302046577;2,71762390911744;0,269832928709725;0,044170115262278;NA;225,964602724488;13,0555218916293;152,853220510472;0,0352206379168832;176,103189584416;NA;5000;0,001;2;0,5;0,001;800;2;0,9000900090009;2,55956064667298;0,374896003410041;0,0613683428526345;NA;1111,72859673388;0,231319622277907;NA;74,1152397822589;1111,72859673388;NA;15;0,231319622277907;2001-01-12
"t= 54";58;3;3;1;2001;NA;17875,2880580279;17341,8094061528;1203,08743078835;267,749191300022;122,609662385674;146,032686810941;NA;7000;3500;3;1;1;3;NA;11100;0,604986067048119;0,209089587083715;7250;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;4051,31910398871;0,163694310673974;NA;1203,08743078835;1570,70262507382;1162,28134448343;0,204743606092893;3071,15409139339;NA;15000;0,001;1;0,75;0,001;2000;2,5;0,801282051282051;2,26814957138843;0,355271067880233;0,0581558525590614;NA;267,749191300022;186,892239985298;201,385941070187;0,203578418698037;610,73525609411;NA;3000;0,001;1,5;1;0,001;500;1,5;0,705716302046577;2,71762390911744;0,269832928709725;0,044170115262278;NA;122,609662385674;19,3000453467825;225,963704227352;0,0738859513002424;369,429756501212;NA;5000;0,001;2;0,5;0,001;800;2;0,9000900090009;2,55956064667298;0,374896003410041;0,0613683428526345;NA;2190,49030216411;0,231319622277907;NA;146,032686810941;2190,49030216411;NA;15;0,231319622277907;2001-01-19
"t= 55";59;4;4;1;2001;NA;21639,9018306659;24856,7402199453;1929,78576126416;277,872537025428;118,114379636947;439,054278889671;NA;7000;3500;3;1;1;3;NA;11225;0,604986067048119;0,209089587083715;7375;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;7045,92603660024;0,163694310673974;NA;1929,78576126416;2341,97920821662;1733,00706284254;0,411389859458669;6170,84789188003;NA;15000;0,001;1;0,75;0,001;2000;2,5;0,801282051282051;2,26814957138843;0,355271067880233;0,0581558525590614;NA;277,872537025428;225,809179653816;243,320932696018;0,253441637893925;760,324913681773;NA;3000;0,001;1,5;1;0,001;500;1,5;0,705716302046577;2,71762390911744;0,269832928709725;0,044170115262278;NA;118,114379636947;10,4724631069638;122,610932436402;0,0229506462076863;114,753231038432;NA;5000;0,001;2;0,5;0,001;800;2;0,9000900090009;2,55956064667298;0,374896003410041;0,0613683428526345;NA;6585,81418334506;0,231319622277907;NA;439,054278889671;6585,81418334506;NA;15;0,231319622277907;2001-01-26
"t= 56";60;5;1;2;2001;NA;12882,9958635496;21430,172344658;540,819188099855;254,312938993937;703,742255459208;501,21789984405;NA;7000;3500;3;1;1;3;NA;11350;0,604986067048119;0,209089587083715;7500;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;2561,90384699728;0,163694310673974;NA;540,819188099855;1153,7991718204;853,783033961795;0,106398980689099;1595,98471033648;NA;15000;0,001;1;0,75;0,001;2000;2,5;0,801282051282051;2,26814957138843;0,355271067880233;0,0581558525590614;NA;254,312938993937;252,484922970576;272,065409577536;0,286417325023822;859,251975071464;NA;3000;0,001;1,5;1;0,001;500;1,5;0,705716302046577;2,71762390911744;0,269832928709725;0,044170115262278;NA;703,742255459208;10,0884076260346;118,114435275889;0,0213334323178677;106,667161589338;NA;5000;0,001;2;0,5;0,001;800;2;0,9000900090009;2,55956064667298;0,374896003410041;0,0613683428526345;NA;7518,26849766076;0,231319622277907;NA;501,21789984405;7518,26849766076;NA;15;0,231319622277907;2001-02-02
"t= 57";61;6;2;2;2001;NA;22285,9136262059;18578,850412156;832,275589338365;701,89763260496;1156,33583435868;172,153714112937;NA;7000;3500;3;1;1;3;NA;11475;0,604986067048119;0,209089587083715;7625;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;4521,54470046191;0,163694310673974;NA;832,275589338365;1130,95746930671;836,880735408206;0,101738793206055;1526,08189809083;NA;15000;0,001;1;0,75;0,001;2000;2,5;0,801282051282051;2,26814957138843;0,355271067880233;0,0581558525590614;NA;701,89763260496;240,233357596158;258,863721681323;0,271414162062533;814,242486187597;NA;3000;0,001;1,5;1;0,001;500;1,5;0,705716302046577;2,71762390911744;0,269832928709725;0,044170115262278;NA;1156,33583435868;60,1075230432375;703,735059412446;0,436244063236697;2181,22031618349;NA;5000;0,001;2;0,5;0,001;800;2;0,9000900090009;2,55956064667298;0,374896003410041;0,0613683428526345;NA;2582,30571169406;0,231319622277907;NA;172,153714112937;2582,30571169406;NA;15;0,231319622277907;2001-02-09
"t= 58";62;7;3;2;2001;NA;23687,7992404538;22570,5878347666;11,6076850487507;239,57812975402;460,930786953303;386,683383723721;NA;7000;3500;3;1;1;3;NA;11600;0,604986067048119;0,209089587083715;7750;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;5170,3370789108;0,163694310673974;NA;11,6076850487507;303,91639133455;224,890661218747;0,00422197930616373;63,329689592456;NA;15000;0,001;1;0,75;0,001;2000;2,5;0,801282051282051;2,26814957138843;0,355271067880233;0,0581558525590614;NA;239,57812975402;567,890502387813;611,931042493728;0,575179943220344;1725,53982966103;NA;3000;0,001;1,5;1;0,001;500;1,5;0,705716302046577;2,71762390911744;0,269832928709725;0,044170115262278;NA;460,930786953303;98,7646523470223;1156,33027229028;0,676293511931462;3381,46755965731;NA;5000;0,001;2;0,5;0,001;800;2;0,9000900090009;2,55956064667298;0,374896003410041;0,0613683428526345;NA;5800,25075585581;0,231319622277907;NA;386,683383723721;5800,25075585581;NA;15;0,231319622277907;2001-02-16
"t= 59";63;8;4;2;2001;NA;23478,9792630774;24846,5919333727;1054,31669152714;591,318388936162;1002,33608948797;622,633621795103;NA;7000;3500;3;1;1;3;NA;11725;0,604986067048119;0,209089587083715;7875;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;3782,0876064462;0,163694310673974;NA;1054,31669152714;1125,1112733552;832,554694067113;0,100560807700128;1508,41211550192;NA;15000;0,001;1;0,75;0,001;2000;2,5;0,801282051282051;2,26814957138843;0,355271067880233;0,0581558525590614;NA;591,318388936162;300,404563278367;323,70127129062;0,342498331578044;1027,49499473413;NA;3000;0,001;1,5;1;0,001;500;1,5;0,705716302046577;2,71762390911744;0,269832928709725;0,044170115262278;NA;1002,33608948797;39,3698184966765;460,939332650356;0,249236099242028;1246,18049621014;NA;5000;0,001;2;0,5;0,001;800;2;0,9000900090009;2,55956064667298;0,374896003410041;0,0613683428526345;NA;9339,50432692654;0,231319622277907;NA;622,633621795103;9339,50432692654;NA;15;0,231319622277907;2001-02-23
"t= 60";64;9;1;3;2001;NA;23827,0233720655;23360,621239617;1624,47956348248;901,494516601378;388,379546739843;161,425802623853;NA;7000;3500;3;1;1;3;NA;11850;0,604986067048119;0,209089587083715;8000;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;9089,23420025922;0,163694310673974;NA;1624,47956348248;1918,4446272048;1419,60188073144;0,297981828021695;4469,72742032543;NA;15000;0,001;1;0,75;0,001;2000;2,5;0,801282051282051;2,26814957138843;0,355271067880233;0,0581558525590614;NA;901,494516601378;491,71664431628;529,849817003095;0,521730865768067;1565,1925973042;NA;3000;0,001;1,5;1;0,001;500;1,5;0,705716302046577;2,71762390911744;0,269832928709725;0,044170115262278;NA;388,379546739843;85,6111101378791;1002,32943613244;0,610862836525918;3054,31418262959;NA;5000;0,001;2;0,5;0,001;800;2;0,9000900090009;2,55956064667298;0,374896003410041;0,0613683428526345;NA;2421,3870393578;0,231319622277907;NA;161,425802623853;2421,3870393578;NA;15;0,231319622277907;2001-03-02
"t= 61";65;10;2;3;2001;NA;23396,5642092525;25069,5942589385;427,216223087095;505,177776994671;409,680012366336;608,23599435389;NA;7000;3500;3;1;1;3;NA;11975;0,604986067048119;0,209089587083715;8125;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;3971,05434363013;0,163694310673974;NA;427,216223087095;928,89455152536;687,359141695894;0,0647600734386477;971,401101579716;NA;15000;0,001;1;0,75;0,001;2000;2,5;0,801282051282051;2,26814957138843;0,355271067880233;0,0581558525590614;NA;505,177776994671;771,64829253375;831,490475898502;0,681986845018314;2045,96053505494;NA;3000;0,001;1,5;1;0,001;500;1,5;0,705716302046577;2,71762390911744;0,269832928709725;0,044170115262278;NA;409,680012366336;33,1729757143521;388,387091220417;0,190738541399094;953,692706995469;NA;5000;0,001;2;0,5;0,001;800;2;0,9000900090009;2,55956064667298;0,374896003410041;0,0613683428526345;NA;9123,53991530836;0,231319622277907;NA;608,23599435389;9123,53991530836;NA;15;0,231319622277907;2001-03-09
"t= 62";66;11;3;3;2001;NA;26684,1706723798;27228,2801911491;257,80751841517;390,891264634315;478,435318230386;813,670371426269;NA;7000;3500;3;1;1;3;NA;12100;0,604986067048119;0,209089587083715;8250;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;2923,2246197551;0,163694310673974;NA;257,80751841517;502,605422485587;371,915661733713;0,0146929089535306;220,393634302959;NA;15000;0,001;1;0,75;0,001;2000;2,5;0,801282051282051;2,26814957138843;0,355271067880233;0,0581558525590614;NA;390,891264634315;537,162831853567;578,820406932183;0,554674561698914;1664,02368509674;NA;3000;0,001;1,5;1;0,001;500;1,5;0,705716302046577;2,71762390911744;0,269832928709725;0,044170115262278;NA;478,435318230386;34,9916274942218;409,67975066733;0,207761460071079;1038,8073003554;NA;5000;0,001;2;0,5;0,001;800;2;0,9000900090009;2,55956064667298;0,374896003410041;0,0613683428526345;NA;12205,055571394;0,231319622277907;NA;813,670371426269;12205,055571394;NA;15;0,231319622277907;2001-03-16
"t= 63";67;12;4;3;2001;NA;27389,6432389027;22801,0036232233;1238,47668795861;165,331362163545;912,783716813406;376,212922856212;NA;7000;3500;3;1;1;3;NA;12225;0,604986067048119;0,209089587083715;8375;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;4932,8097803801;0,163694310673974;NA;1238,47668795861;1365,8718506629;1010,71160488188;0,153653166645681;2304,79749968521;NA;15000;0,001;1;0,75;0,001;2000;2,5;0,801282051282051;2,26814957138843;0,355271067880233;0,0581558525590614;NA;165,331362163545;391,845393794051;422,233439919393;0,43694385402228;1310,83156206684;NA;3000;0,001;1,5;1;0,001;500;1,5;0,705716302046577;2,71762390911744;0,269832928709725;0,044170115262278;NA;912,783716813406;40,864116068302;478,434473642795;0,26343614372561;1317,18071862805;NA;5000;0,001;2;0,5;0,001;800;2;0,9000900090009;2,55956064667298;0,374896003410041;0,0613683428526345;NA;5643,19384284317;0,231319622277907;NA;376,212922856212;5643,19384284317;NA;15;0,231319622277907;2001-03-23
"t= 64";68;13;5;3;2001;NA;30666,4411027352;27772,7291040331;1626,41865979595;665,694815489248;1104,65851940679;481,699837371707;NA;7000;3500;3;1;1;3;NA;12350;0,604986067048119;0,209089587083715;8500;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;8197,23154345754;0,163694310673974;NA;1626,41865979595;1978,61566456503;1464,12696974931;0,314380213618278;4715,70320427418;NA;15000;0,001;1;0,75;0,001;2000;2,5;0,801282051282051;2,26814957138843;0,355271067880233;0,0581558525590614;NA;665,694815489248;197,943782116928;213,294542586388;0,217907716580453;653,723149741359;NA;3000;0,001;1,5;1;0,001;500;1,5;0,705716302046577;2,71762390911744;0,269832928709725;0,044170115262278;NA;1104,65851940679;77,9623620402231;912,778379552335;0,5655610378884;2827,805189442;NA;5000;0,001;2;0,5;0,001;800;2;0,9000900090009;2,55956064667298;0,374896003410041;0,0613683428526345;NA;7225,4975605756;0,231319622277907;NA;481,699837371707;7225,4975605756;NA;15;0,231319622277907;2001-03-30
"t= 65";69;14;1;4;2001;NA;27629,9485974331;29661,0878433636;1034,27006886431;29,8524278870312;7,90412140900213;350,353007903323;NA;7000;3500;3;1;1;3;NA;16475;0,604986067048119;0,209089587083715;8625;0,657277268651676;850;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;7930,79272481376;0,163694310673974;NA;1034,27006886431;1553,76491691298;1149,74785666761;0,200365541068389;3005,48311602584;NA;15000;0,001;1;0,75;0,001;2000;2,5;0,801282051282051;2,26814957138843;0,355271067880233;0,0581558525590614;NA;29,8524278870312;528,294231317986;569,264036560818;0,548498140029322;1645,49442008797;NA;3000;0,001;1,5;1;0,001;500;1,5;0,705716302046577;2,71762390911744;0,269832928709725;0,044170115262278;NA;7,90412140900213;94,3510554930612;1104,65616084818;0,655963037739991;3279,81518869996;NA;5000;0,001;2;0,5;0,001;800;2;0,9000900090009;2,55956064667298;0,374896003410041;0,0613683428526345;NA;5255,29511854984;0,231319622277907;NA;350,353007903323;5255,29511854984;NA;15;0,231319622277907;2001-04-06
"t= 66";70;15;2;4;2001;NA;25967,0144188025;24656,2077296064;37,3805758378468;557,498349184706;1765,99542236092;498,397656250745;NA;7000;3500;3;1;1;3;NA;16600;0,604986067048119;0,209089587083715;8750;0,657277268651676;850;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;580,242885845267;0,163694310673974;NA;37,3805758378468;445,703879433787;329,809918160311;0,0109223149120996;163,834723681494;NA;15000;0,001;1;0,75;0,001;2000;2,5;0,801282051282051;2,26814957138843;0,355271067880233;0,0581558525590614;NA;557,498349184706;137,298811437939;147,946486977858;0,138639485702357;415,91845710707;NA;3000;0,001;1,5;1;0,001;500;1,5;0,705716302046577;2,71762390911744;0,269832928709725;0,044170115262278;NA;1765,99542236092;0,676259208190795;7,91759982709693;9,7941011340658e-05;0,489705056703291;NA;5000;0,001;2;0,5;0,001;800;2;0,9000900090009;2,55956064667298;0,374896003410041;0,0613683428526345;NA;7475,96484376118;0,231319622277907;NA;498,397656250745;7475,96484376118;NA;15;0,231319622277907;2001-04-13
"t= 67";71;16;3;4;2001;NA;22140,3363688525;24319,7950402461;780,038566431156;195,197173502127;22,3095066952275;76,5113462693989;NA;7000;3500;3;1;1;3;NA;16725;0,604986067048119;0,209089587083715;8875;0,657277268651676;850;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;6447,12484620508;0,163694310673974;NA;780,038566431156;891,54552997899;659,721783557516;0,058816780354275;882,251705314125;NA;15000;0,001;1;0,75;0,001;2000;2,5;0,801282051282051;2,26814957138843;0,355271067880233;0,0581558525590614;NA;195,197173502127;430,688843276765;464,08924211377;0,472079861808442;1416,23958542532;NA;3000;0,001;1,5;1;0,001;500;1,5;0,705716302046577;2,71762390911744;0,269832928709725;0,044170115262278;NA;22,3095066952275;150,835617034005;1765,9738172638;0,829726711093125;4148,63355546563;NA;5000;0,001;2;0,5;0,001;800;2;0,9000900090009;2,55956064667298;0,374896003410041;0,0613683428526345;NA;1147,67019404098;0,231319622277907;NA;76,5113462693989;1147,67019404098;NA;15;0,231319622277907;2001-04-20
"t= 68";72;17;4;4;2001;NA;31269,5455076255;32555,0868426908;318,442844744651;1057,6651480108;474,169832616975;974,810414714739;NA;7000;3500;3;1;1;3;NA;16850;0,604986067048119;0,209089587083715;9000;0,657277268651676;850;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;1082,93062196969;0,163694310673974;NA;318,442844744651;545,599426988452;403,730168541435;0,0179793358503746;269,69003775562;NA;15000;0,001;1;0,75;0,001;2000;2,5;0,801282051282051;2,26814957138843;0,355271067880233;0,0581558525590614;NA;1057,6651480108;238,913087579074;257,441063255922;0,269782584424286;809,347753272858;NA;3000;0,001;1,5;1;0,001;500;1,5;0,705716302046577;2,71762390911744;0,269832928709725;0,044170115262278;NA;474,169832616975;1,90733303054962;22,3309338933768;0,000778566188242932;3,89283094121466;NA;5000;0,001;2;0,5;0,001;800;2;0,9000900090009;2,55956064667298;0,374896003410041;0,0613683428526345;NA;14622,1562207211;0,231319622277907;NA;974,810414714739;14622,1562207211;NA;15;0,231319622277907;2001-04-27
"t= 69";73;18;1;5;2001;NA;32639,3465093292;32939,2661788762;172,855949574054;726,309132977124;486,824921622573;832,331019220874;NA;7000;3500;3;1;1;3;NA;16975;0,604986067048119;0,209089587083715;9125;0,657277268651676;850;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;3479,30089056305;0,163694310673974;NA;172,855949574054;311,680992913197;230,636275581481;0,00449559559797072;67,4339339695608;NA;15000;0,001;1;0,75;0,001;2000;2,5;0,801282051282051;2,26814957138843;0,355271067880233;0,0581558525590614;NA;726,309132977124;826,780184114773;890,897906993005;0,704002856549512;2112,00856964853;NA;3000;0,001;1,5;1;0,001;500;1,5;0,705716302046577;2,71762390911744;0,269832928709725;0,044170115262278;NA;486,824921622573;40,499389660533;474,164280042304;0,259971677388992;1299,85838694496;NA;5000;0,001;2;0,5;0,001;800;2;0,9000900090009;2,55956064667298;0,374896003410041;0,0613683428526345;NA;12484,9652883131;0,231319622277907;NA;832,331019220874;12484,9652883131;NA;15;0,231319622277907;2001-05-04
"t= 70";74;19;2;5;2001;NA;44884,045920834;39805,4130985164;2031,78157932259;625,079389813926;596,710740540237;940,827975515276;NA;7000;3500;3;1;1;3;NA;17100;0,604986067048119;0,209089587083715;9250;0,657277268651676;850;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;8592,99346578721;0,163694310673974;NA;2031,78157932259;2113,75932550869;1564,12995785957;0,351023434422167;5265,35151633251;NA;15000;0,001;1;0,75;0,001;2000;2,5;0,801282051282051;2,26814957138843;0,355271067880233;0,0581558525590614;NA;625,079389813926;719,532859033256;775,33343256378;0,658817179534314;1976,45153860294;NA;3000;0,001;1,5;1;0,001;500;1,5;0,705716302046577;2,71762390911744;0,269832928709725;0,044170115262278;NA;596,710740540237;41,5807489769176;486,824766188352;0,270238082170351;1351,19041085176;NA;5000;0,001;2;0,5;0,001;800;2;0,9000900090009;2,55956064667298;0,374896003410041;0,0613683428526345;NA;14112,4196327291;0,231319622277907;NA;940,827975515276;14112,4196327291;NA;15;0,231319622277907;2001-05-11
"t= 71";75;20;3;5;2001;NA;37123,5801306217;36870,5678325358;1521,48796057709;535,837572119876;138,541139783562;730,32018286176;NA;7000;3500;3;1;1;3;NA;17225;0,604986067048119;0,209089587083715;9375;0,657277268651676;850;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;8690,76508960942;0,163694310673974;NA;1521,48796057709;2074,90288225462;1535,37714470051;0,34053121775412;5107,9682663118;NA;15000;0,001;1;0,75;0,001;2000;2,5;0,801282051282051;2,26814957138843;0,355271067880233;0,0581558525590614;NA;535,837572119876;605,476024876881;652,431364056951;0,598482644966167;1795,4479348985;NA;3000;0,001;1,5;1;0,001;500;1,5;0,705716302046577;2,71762390911744;0,269832928709725;0,044170115262278;NA;138,541139783562;50,9662307214164;596,709389920528;0,357469777679824;1787,34888839912;NA;5000;0,001;2;0,5;0,001;800;2;0,9000900090009;2,55956064667298;0,374896003410041;0,0613683428526345;NA;10954,8027429264;0,231319622277907;NA;730,32018286176;10954,8027429264;NA;15;0,231319622277907;2001-05-18
